,Review_title,Review_text,Ratings
18323,Terrific,"Truly amazing for the price. The quality and the weight of the monitor has a amazing.

Trusted retailer as well!! Highly recommended!!!",5
18324,Must buy!,As always.... HP provides great products,5
18325,Highly recommended,Just go for it. Best monitor for work n gaming both.,5
18326,Great product,nice sleek design and good picture quality,5
18327,Brilliant,Just awesome ❤️,5
18328,Brilliant,Osm hai .no doubt go for it,5
18329,Best in the market!,Good,5
18330,Must buy!,Super,5
18331,Perfect product!,Worth the purchase!!!,5
18332,Super!,After a long time a awesome purchase. Just love it. You will fall in love with this . very slim. picture quality is just wow.,5
18333,Wonderful,I am very happy,5
18334,Wonderful,Supper quality thank you for Flipkart,5
18335,Very Good,excellent product...,4
18336,Classy product,Nice Product,5
18337,Just wow!,"I bought this monitor after so much research of finding the best 24 inch IPS monitor. Here are the pros and cons.

Pros:
IPS screen provides better colour accuracy & wider viewing angle
3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.
Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)
Good refresh rate of 60 hz or 75 Hz with AMD freesync
Good Response time of 5ms


Cons:
Like every IP...
READ MORE",5
18338,Good quality product,"Monitor is great on its own but it wasn't a worthy upgrade for me or my expectations were more from it being an IPS display. I had a samsung monitor previously with VA panel and it was working perfectly. Never faced any issues. The colors were great but the vertical viewing angles were bad which again didn't matter so much. But I got tempted into buying an IPS display monitor after seeing it's features and reviews so I unnecessarily spent money on this.

Now comparing it to my 8 year old sams...
READ MORE",4
18339,Worth the money,"Color = 99%
Black = 70%
This monitor is better monitor low price Sigmund.
This monitor using Office work video, editing and graphics design. Not use a speed game this monitor response time is 5 millisecond . This monitor si a better monitor on medium game. This monitor anglian 99.99% appropriate rise altar and vertically viewing angle 170°. This monitor supported HD video quality. This monitor using HD video editing does not using 4K and ultra HD video editing. Overall this monitor is low bu...
READ MORE",4
18340,Good quality product,"Nice monitor features are fully loaded.
Pros
viewing angles is very good
Color calibrated monitor colors output is very natural.
Amd freesync monitor but it's work also on intel processor
75 HZ refresh rate
Cons
No power LED indicator",4
18341,Super!,Best monitor brand in this price range. 75hrtz and amd free sync are good option. Working absolutely fine. But in order to use amd free sync one need to install radeon graphics app and customize the setting for each game Or universal as you want.,5
18342,Simply awesome,"Exactly as i hoped it to be, deeper dark and brighter whites , decent picture quality, less bright though, but nice to watch movies in less illuminated room, don't get bothered about the ips glow (pretty much acceptable ), all in all best budget ips 75 Hz monitor with freesync.",5
18343,Super!,"Bought it for WFH. It's an amazing purchase. The colours are good, bezels are thin (only 3 sides). And the joystick is fun to operate. There is a reader mode in the monitor which blocks blue light. Also it's probably not mentioned here, but vertical angle adjustment is possible.
Only thing which took me by surprise is.. The back portion is white coloured which is not obvious from the images shown here. I was fine so kept it.",5
18344,Classy product,"Really best panel good viewing angle loved it LG is best (Gaming, Editing, Etc ) best.",5
18345,Value for Money and Quality,"The monitor works quite well. It has been a week since I have had it and so far its good.

I had the 21.5 inch version of this one and right now the difference between the 24 inch and the 21.5 inch version is only around Rs 1500.

I would suggest the 24 inch version. Everything is the same as the 21.5 version and the colours work really well.

This is quite the value for money and quality.",5
18346,Must buy!,"This IPS-technology monitor meets my needs exactly. It has nice borderless design, awesome viewing angel, Radeon free sync. On-screen control is very easy and useful features.",5
18347,Just wow!,"I bought this monitor after so much research of finding the best 24 inch IPS monitor. Here are the pros and cons.

Pros:
IPS screen provides better colour accuracy & wider viewing angle
3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.
Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)
Good refresh rate of 60 hz or 75 Hz with AMD freesync
Good Response time of 5ms


Cons:
Like every IP...
READ MORE",5
18348,Good quality product,"Monitor is great on its own but it wasn't a worthy upgrade for me or my expectations were more from it being an IPS display. I had a samsung monitor previously with VA panel and it was working perfectly. Never faced any issues. The colors were great but the vertical viewing angles were bad which again didn't matter so much. But I got tempted into buying an IPS display monitor after seeing it's features and reviews so I unnecessarily spent money on this.

Now comparing it to my 8 year old sams...
READ MORE",4
18349,Worth the money,"Color = 99%
Black = 70%
This monitor is better monitor low price Sigmund.
This monitor using Office work video, editing and graphics design. Not use a speed game this monitor response time is 5 millisecond . This monitor si a better monitor on medium game. This monitor anglian 99.99% appropriate rise altar and vertically viewing angle 170°. This monitor supported HD video quality. This monitor using HD video editing does not using 4K and ultra HD video editing. Overall this monitor is low bu...
READ MORE",4
18350,Good quality product,"Nice monitor features are fully loaded.
Pros
viewing angles is very good
Color calibrated monitor colors output is very natural.
Amd freesync monitor but it's work also on intel processor
75 HZ refresh rate
Cons
No power LED indicator",4
18351,Super!,Best monitor brand in this price range. 75hrtz and amd free sync are good option. Working absolutely fine. But in order to use amd free sync one need to install radeon graphics app and customize the setting for each game Or universal as you want.,5
18352,Simply awesome,"Exactly as i hoped it to be, deeper dark and brighter whites , decent picture quality, less bright though, but nice to watch movies in less illuminated room, don't get bothered about the ips glow (pretty much acceptable ), all in all best budget ips 75 Hz monitor with freesync.",5
18353,Super!,"Bought it for WFH. It's an amazing purchase. The colours are good, bezels are thin (only 3 sides). And the joystick is fun to operate. There is a reader mode in the monitor which blocks blue light. Also it's probably not mentioned here, but vertical angle adjustment is possible.
Only thing which took me by surprise is.. The back portion is white coloured which is not obvious from the images shown here. I was fine so kept it.",5
18354,Classy product,"Really best panel good viewing angle loved it LG is best (Gaming, Editing, Etc ) best.",5
18355,Value for Money and Quality,"The monitor works quite well. It has been a week since I have had it and so far its good.

I had the 21.5 inch version of this one and right now the difference between the 24 inch and the 21.5 inch version is only around Rs 1500.

I would suggest the 24 inch version. Everything is the same as the 21.5 version and the colours work really well.

This is quite the value for money and quality.",5
18356,Must buy!,"This IPS-technology monitor meets my needs exactly. It has nice borderless design, awesome viewing angel, Radeon free sync. On-screen control is very easy and useful features.",5
18357,Pretty good,"Good product and faster delivery, thank you flipcart delivered me good and awesome product, this size and pictures r too cool picture quality r nice feel like tv 🤩🤩👍👍🙂🙂🙂",4
18358,Terrific purchase,"Good product at 9k range. Received in just 2 days during sale. The product price varies a lot, so wait for the right price. It has 2 HDMI ports and 1 VGA port. It comes with HDMI cable which is a plus point. It doesn't come with VGA cable, so if you only have a VGA input, then you will need to order the cable.

Very easy installation. Display is very good under normal conditions, but if there is bright sunlight coming through window etc. then display is not that good. It has pretty good brigh...
READ MORE",5
18359,Nice product,"1st impression is this monitor looks awesome , very little bezel ,slim profile , stylish stand , pictures looks great on it . LG is well known for display,tv, monitor quality no doubt on that ... i searched a lot before buying this found a lot of youtubers,video creators, photographers using the same monitor and they are happy with this product..
-

cons so far i found is ..it doesn't have a speaker i had to buy speakers keep it in mind .
- little pannel gaps. can be seen after some time dust...
READ MORE",4
